ReefID,ReefName,X_COORD,Y_COORD,Area_HA,PReef,OutbreakStaus,Paired,Pairing,Region,Zone,MgmtArea
19-025,Castor Reef (19-025),148.3406982,-19.01529503,1651.71228,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-026,U/N Reef (19-026),148.4292755,-19.03603363,725.3790894,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-027,Pollux Reef (19-027),148.3041382,-19.04730606,1025.112305,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-028,Shell Reef (19-028),148.1815949,-19.05929375,358.4812622,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-029,Mid Reef (19-029),148.0774231,-19.07060051,562.552002,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-106,Middle Island Reef (19-106),148.3638153,-19.98838997,31.88358688,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-205a,Tideway Reef (No 1) (19-205a),149.7245941,-20.01020241,1522.552368,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-205b,Tideway Reef (No 2) (19-205b),149.7550049,-19.99752617,242.5374451,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-205c,Tideway Reef (No 3) (19-205c),149.7329559,-19.97673225,1502.601318,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
18-066,Acheron Reef (18-066),146.6308746,-18.96382713,26.25838661,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
18-067,Phillips Reef (18-067),146.6191864,-18.97616577,0.99699295,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
18-068,Cordelia Rocks Reef (18-068),146.684906,-18.99560356,60.91641617,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-030,U/N Reef (19-030),148.2013397,-19.08122635,331.2437744,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-031,Crotan Reef (19-031),148.2311096,-19.07741928,265.0609741,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-032,U/N Reef (19-032),148.2468109,-19.09322357,101.4113083,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-033,U/N Reef (19-033),148.2670441,-19.09339714,103.1757813,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-034,Tabias Reef (19-034),148.2869568,-19.09561729,334.6209106,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-035,U/N Reef (19-035),148.4610748,-19.08310509,240.3621979,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-036,U/N Reef (19-036),148.3224945,-19.09608269,640.3423462,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-037,U/N Reef (19-037),148.3063202,-19.10439682,31.98319435,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-038a,Dingo Reef (No 1) (19-038a),148.298111,-19.19438744,4154.802246,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-108,U/N Reef (19-108),148.8815155,-19.53052902,121.4972458,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-207,Hyde Reef (19-207),150.0855103,-19.75622559,797.4073486,Not Actioned,No Outbreak,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-208,U/N Reef (19-208),150.1234436,-19.78590012,905.5331421,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-209,Rebe Reef (19-209),150.1528931,-19.79887581,745.2974243,Not Actioned,No Outbreak,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-210,U/N Reef (19-210),150.0976105,-19.81380081,248.6625519,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-038b,Dingo Reef (No 2) (19-038b),148.3894043,-19.16968155,7372.506836,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-038c,Dingo Reef (No 3) (19-038c),148.2958221,-19.14525986,3113.417969,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-038d,Dingo Reef (No 4) (19-038d),148.3447723,-19.11131477,1417.734497,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-038e,Dingo Reef (No 5) (19-038e),148.3848114,-19.12049294,3488.788818,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-110,Rattray Reef (19-110),148.5547333,-19.99648857,21.41830444,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-111,U/N Reef (19-111),149.2216492,-19.51968384,206.9346466,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-112,U/N Reef (19-112),149.2308807,-19.53125954,125.3363571,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-211,Wackett Reef (19-211),150.0761871,-19.82304573,911.1467896,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-212,Oom Reef (19-212),150.1833496,-19.82825089,99.99038696,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-213,U/N Reef (19-213),150.1007538,-19.83302116,23.52574921,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-214,Wyatt Earp Reef (19-214),150.2198944,-19.86567879,1834.926636,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-215a,Sharon Shoal (No 1) (19-215a),150.2878113,-19.87928772,15.05338573,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-215b,Sharon Shoal (No 2) (19-215b),150.280365,-19.86578751,54.15724564,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-215c,Sharon Shoal (No 3) (19-215c),150.2970734,-19.85360909,199.9963379,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-038f,Dingo Reef (No 6) (19-038f),148.472229,-19.13640022,8953.080078,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-039,U/N Reef (19-039),148.1885681,-19.12188721,107.6801834,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-040,U/N Reef (19-040),148.1803589,-19.13153839,21.71602058,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-041,U/N Reef (19-041),148.1595917,-19.18313789,442.3530579,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-114,U/N Reef (19-114),149.0437012,-19.53903961,363.4376526,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-115,U/N Reef (19-115),149.0391693,-19.5559063,26.74360275,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-116,Knuckle Reef (19-116),149.2728729,-19.53398705,4219.552734,N,No Outbreak,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-117,U/N Reef (19-117),149.3663635,-19.53208733,157.0159607,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-118a,U/N Reef (19-118a),149.3952484,-19.53289223,29.23143196,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-118b,U/N Reef (19-118b),149.387558,-19.53765297,11.6699295,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-118c,U/N Reef (19-118c),149.38974,-19.51598167,11.75627804,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-118d,U/N Reef (19-118d),149.3911743,-19.53505135,11.19670963,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-215d,Sharon Shoal (No 4) (19-215d),150.3050537,-19.87081337,38.11822891,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-216,U/N Reef (19-216),150.2485352,-19.88918304,761.5350342,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-217,U/N Reef (19-217),150.2930298,-19.8934269,21.17645645,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-218,Williams Reef (19-218),150.1625977,-19.90272141,334.5337219,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-219,Conder Reef (19-219),150.1998596,-19.92139053,571.6472778,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-043,Darley Reef (19-043),148.1832733,-19.19681931,13001.08594,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-044,Faith Reef (19-044),148.349823,-19.27865601,441.6372376,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-118e,U/N Reef (19-118e),149.3964233,-19.54352951,18.96832657,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-118f,U/N Reef (19-118f),149.3977661,-19.52812576,24.24779129,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-119,U/N Reef (19-119),149.3753815,-19.54483604,36.4654541,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-120,Outlier Reef (19-120),149.3528748,-19.54730606,761.5799561,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-121,U/N Reef (19-121),149.4338379,-19.54832458,680.9644165,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-122,U/N Reef (19-122),149.2478485,-19.57890129,322.2026367,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-123,U/N Reef (19-123),149.2371979,-19.58856964,240.008606,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-124,U/N Reef (19-124),149.4944305,-19.57124138,57.06255722,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-220,White Tip Reef (19-220),150.2710724,-19.91143227,1293.973022,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-221,Bond Reef (19-221),150.313797,-19.92573357,63.45754242,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-222,Abott Reef (19-222),150.3311157,-19.93745041,95.74389648,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-223,U/N Reef (19-223),150.1786652,-19.9426136,33.26583862,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-224,U/N Reef (19-224),150.3347778,-19.94491577,35.44220352,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-225,U/N Reef (19-225),150.3492127,-19.95414543,761.9970093,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-226,Kerwin Reef (19-226),150.2074127,-19.95633316,865.9073486,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-046,Hope Reef (19-046),148.4358978,-19.32163239,412.6359863,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-047,Charity Reef (19-047),148.3379669,-19.36690331,523.3600464,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-049,Lynx Reef (19-049),148.5639191,-19.03156471,483.0850525,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-125,U/N Reef (19-125),149.4134979,-19.58921623,237.5963745,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-126,U/N Reef (19-126),149.4180603,-19.64511299,1448.684082,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-127,Block Reef (19-127),149.3734436,-19.69941521,15552.79395,Not Actioned,No Outbreak,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-128,Line Reef (19-128),149.1835327,-19.68999863,4326.746582,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
19-129,U/N Reef (19-129),149.3027649,-19.75041771,127.3506928,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-628,U/N Reef (20-628),148.7758026,-20.25955772,54.0604248,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-629,U/N Reef (20-629),148.7892151,-20.27570343,6.11473894,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-630,U/N Reef (20-630),148.7973328,-20.27743721,2.8333118,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-631,U/N Reef (20-631),148.8199463,-20.33912468,96.79960632,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-295,(Big) Stevens Reef (20-295),150.1259766,-20.57020569,5087.362305,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-296,Liff Reef (20-296),150.2419128,-20.51556396,301.853241,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-297,Creal Reef (20-297),150.381424,-20.53423691,172.0946503,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-401,Deliverance Bank (20-401),150.4049225,-20.01510048,303.6182556,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-409,Plum Pudding Reef (20-409),148.9394379,-20.33461189,7.77266502,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-589,U/N Reef (20-589),150.3150024,-20.12468529,2.7552309,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-592,U/N Reef (20-592),150.373642,-20.03268433,6.83577681,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-593,U/N Reef (20-593),150.3756104,-20.05285645,11.79785728,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-234a,Thomas Reef (No 1) (20-234a),149.1101227,-20.54157066,15.62275696,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-234b,Thomas Reef (No 2) (20-234b),149.1013336,-20.54496765,3.75254512,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-234c,Thomas Reef (No 3) (20-234c),149.1053467,-20.55112648,4.96503115,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-234d,Thomas Reef (No 4) (20-234d),149.1109161,-20.55192184,7.15774775,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-234e,Thomas Reef (No 5) (20-234e),149.1200714,-20.54652405,29.29648399,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-234f,Thomas Reef (No 6) (20-234f),149.119751,-20.54111671,1.76917255,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-234g,Thomas Reef (No 7) (20-234g),149.1259308,-20.5483284,2.19713807,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-286,Parker Reef (20-286),149.7512207,-20.54230118,106.0136719,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-287,Credlin Reefs (East) (20-287),149.9512024,-20.54021454,1222.022827,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-288,Credlin Reefs (West) (20-288),149.9281311,-20.55967712,474.2886658,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-103,U/N Reef (20-103),149.8306885,-20.01483345,341.4810791,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-234h,Thomas Reef (No 8) (20-234h),149.1056976,-20.54129982,2.53574896,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-235,Fairlight Reef (20-235),149.1331329,-20.54910469,0.43761888,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-236,St Helen Reef (20-236),149.077713,-20.55299568,0.54043275,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-105,Square Reef (20-105),149.8119659,-20.06409836,4344.092285,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-294,(Little) Stevens Reef (20-294),150.0518646,-20.56435394,3605.734619,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-113,Ben Reef (20-113),150.320343,-20.0068779,75.15007782,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-114,U/N Reef (20-114),150.2612305,-20.00705719,23.8474884,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-083,Surprise Rock Reef (20-083),149.0263519,-20.35513687,0.13265669,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-115,Little Bugatti (Wheatley) Reef (20-115),150.2430267,-20.02637672,1510.054321,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-120,Wup Reef (20-120),150.1955719,-20.102314,211.3832092,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-127,Bugatti Reef (20-127),150.3165131,-20.10089111,2955.882324,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-208,North Repulse Reef (20-208),148.8622742,-20.58167458,11.7786808,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-088,Jester Reef (20-088),149.0720215,-20.14357948,1.16154647,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-209,East Repulse Reef (20-209),148.8772583,-20.59887123,35.96696472,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-210,South Repulse Reef (20-210),148.8672791,-20.6115799,42.18132782,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-143,U/N Reef (20-143),150.2405853,-20.44607544,141.243103,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-144,Cannan Reef (20-144),150.1514587,-20.48106194,217.5150452,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-145,Packer Reefs (20-145),150.2041168,-20.47503471,279.9328613,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-146,Boulton Reef (20-146),150.2905426,-20.46800613,2065.421631,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-104,U/N Reef (20-104),149.6880493,-20.03160477,272.3310547,Not Actioned,No Outbreak,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-006,Passage Islet Reef (20-006),148.4423676,-20.06514931,344.9870911,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
20-016b,U/N Reef (20-016b),148.5079956,-20.08583832,37.52995682,Not Actioned,No Data,NA,,,Habitat Protection,Townsville/Whitsunday Management Area
14-086,Hicks Reef (14-086),145.4821167,-14.45256233,2376.137695,Not Actioned,No Data,NA,,,Habitat Protection,Cairns/Cooktown Management Area
14-110,Underwood Shoal (14-110),145.4662323,-14.59091663,59.57965469,Not Actioned,No Data,NA,,,Habitat Protection,Cairns/Cooktown Management Area
14-112,Stewart Shoal (14-112),145.4682617,-14.61452484,43.0222435,Not Actioned,No Data,NA,,,Habitat Protection,Cairns/Cooktown Management Area
14-113,Petricola Shoal (14-113),145.4803162,-14.63325691,60.91152191,Not Actioned,No Data,NA,,,Habitat Protection,Cairns/Cooktown Management Area
18-018,Otter Reef (18-018),146.5588684,-18.05222702,15147.91504,Y,Potential,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-023,U/N Reef (18-023),146.9667358,-18.13350868,430.5295105,N,Severe,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-024,Britomart Reef (18-024),146.726471,-18.22864151,14265.95703,N,Severe,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-026,Walker Reef (18-026),146.7446442,-18.32501411,2788.748779,N,No Outbreak,Monitor,Bramble/Walker,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-029,Bramble Reef (18-029),146.7061615,-18.4081955,6294.123535,Y,No Outbreak,Cull,Bramble/Walker,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
17-065,Bob Endean Reef (17-065),146.727066,-17.87638283,1859.41394,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
17-066,Yamacutta Reef (17-066),146.5863495,-17.88853264,6255.368164,Not Actioned,No Outbreak,Monitor,Noreaster/Yamacutta,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
17-067,U/N Reef (17-067),146.6003571,-17.96941948,717.118103,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
17-071,U/N Reef (17-071),146.821579,-17.89406776,114.1996689,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-007,Kennedy Shoal (18-007),146.4505615,-18.07859993,1050.074707,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-097,U/N Reef (18-097),148.0166626,-18.7971859,35.71499252,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-098,U/N Reef (18-098),147.9766693,-18.8237896,83.22753143,Not Actioned,No Outbreak,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-100b,(Big) Broadhurst Reef (No 2) (18-100b),147.6938324,-18.8633194,350.7512512,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-107,U/N Reef (18-107),148.0328522,-18.81633377,95.95956421,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-108,U/N Reef (18-108),148.128891,-18.83682823,50.01761627,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-109,U/N Reef (18-109),148.0709839,-18.83655357,22.55224419,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-110,U/N Reef (18-110),148.1646118,-18.85705757,39.14693069,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-111,Eagle Reef (18-111),148.0787201,-18.8542881,121.9177246,Not Actioned,No Outbreak,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-112,Viper Reef (18-112),148.1506348,-18.87314415,247.4707336,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-113,U/N Reef (18-113),148.1963196,-18.88841629,20.90884209,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-114,U/N Reef (18-114),148.245224,-18.89240456,64.40847015,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-121b,Hall Reef (South) (18-121b),147.4896393,-18.67331696,374.5384827,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-124,U/N Reef (18-124),147.3900604,-18.3849144,480.2521057,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-032,Rib Reef (18-032),146.8711853,-18.48267555,1044.416016,Y,Severe,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-033,Pith Reef (18-033),147.0161133,-18.20892143,2701.936279,Y,Established,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-035,Thread Shoal (18-035),147.1747284,-18.34340477,158.2213593,Not Actioned,No Outbreak,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-036,Urchin Shoal (18-036),147.0812378,-18.34713173,50.23543167,Not Actioned,Severe,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-130,U/N Reef (18-130),148.0992127,-18.82547188,11.61686325,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-131,U/N Reef (18-131),148.1201325,-18.78942108,103.4729767,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-132,U/N Reef (18-132),148.1813202,-18.82021141,197.5445404,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-133,U/N Reef (18-133),148.245224,-18.84744453,169.734314,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-134,U/N Reef (18-134),148.294754,-18.87655067,108.0928955,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-038,Thimble Shoal (18-038),147.2587738,-18.37366486,67.1583786,Not Actioned,No Outbreak,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-040,Arab Reef (18-040),147.1394196,-18.41486359,421.4631653,Not Actioned,No Outbreak,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-042,Roxburgh Reef (18-042),147.0580902,-18.43182755,2362.978027,Not Actioned,No Outbreak,Monitor,Fore & Aft/Roxburgh,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-043,Fore And Aft Reef (18-043),147.0376587,-18.50482941,2080.318359,Y,Established,Cull,Fore & Aft/Roxburgh,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-138,U/N Reef (18-138),146.9695282,-18.15676689,72.7894516,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-139,U/N Reef (18-139),146.9786682,-18.14605331,58.00958633,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-044,Westmoreland Reef (18-044),147.1023254,-18.49254036,440.268158,Not Actioned,No Outbreak,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-048,Pelorus (North Palm or Yanooa) Reef (18-048),146.4889069,-18.5564518,97.01751709,Not Actioned,No Outbreak,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-050,Lady Elliot Reef (18-050),146.3310242,-18.6824894,51.27685165,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-052a,Curacoa (Noogoo) Reef (No 1) (18-052a),146.5632172,-18.66501045,33.6007576,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-053,Fantome (Eumilli) Island Reef (18-053),146.5115967,-18.67670441,182.9623871,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-054a,Great Palm Island Reef (No 1) (18-054a),146.5761414,-18.71694756,717.9100342,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-058,Eclipse (Garoogubbee) Reef (18-058),146.5500641,-18.76878738,12.02231884,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
18-059,Esk (Soopun) Reef (18-059),146.5207367,-18.77420425,23.22017479,Not Actioned,No Data,NA,,CNS-TSV,Habitat Protection,Townsville/Whitsunday Management Area
